DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,TC BUY,TC SELL,CN BUY,CN SELL,PC BUY
2023-07-21 14:00,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-21.pdf,212.09,223.45,211.93,223.88,0.00,0.00,206.20,227.20,211.77
2023-07-24 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-24.pdf,212.22,223.29,212.07,223.72,0.00,0.00,206.30,227.05,211.90
2023-07-25 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-25.pdf,211.47,222.48,211.31,222.91,0.00,0.00,205.55,226.25,211.15
2023-07-26 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-26.pdf,211.88,222.94,211.73,223.37,0.00,0.00,205.80,226.65,211.56
2023-07-27 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-27.pdf,211.99,223.05,211.83,223.48,0.00,0.00,206.05,226.80,211.67
2023-07-28 11:00,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-28.pdf,212.82,223.91,212.66,224.37,0.00,0.00,206.80,227.75,212.50
2023-07-31 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/7/2023-07-31.pdf,212.74,223.83,212.59,224.29,0.00,0.00,206.80,227.60,212.42
2023-08-01 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-01.pdf,213.00,224.10,212.85,224.56,0.00,0.00,207.05,227.90,212.68
2023-08-02 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-02.pdf,213.51,224.66,213.35,225.12,0.00,0.00,207.30,228.45,213.19
2023-08-03 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-03.pdf,213.99,225.13,213.83,225.59,0.00,0.00,207.85,229.00,213.67
2023-08-04 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-04.pdf,214.09,225.24,213.94,225.70,0.00,0.00,208.10,229.10,213.77
2023-08-05 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-05.pdf,213.97,225.12,213.81,225.58,0.00,0.00,207.80,228.95,213.65
2023-08-07 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-07.pdf,214.04,225.18,213.89,225.64,0.00,0.00,207.85,229.00,213.72
2023-08-08 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-08.pdf,214.23,225.40,214.08,225.86,0.00,0.00,208.10,229.25,213.91
2023-08-09 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-09.pdf,214.33,225.48,214.17,225.94,0.00,0.00,208.35,229.25,214.01
2023-08-10 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-10.pdf,214.28,225.43,214.12,225.89,0.00,0.00,208.10,229.25,213.96
2023-08-11 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-11.pdf,214.09,225.24,213.94,225.70,0.00,0.00,208.10,229.10,213.77
2023-08-14 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-14.pdf,214.82,226.00,214.67,226.46,0.00,0.00,208.60,229.80,214.50
2023-08-17 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-17.pdf,214.80,226.00,214.64,226.46,0.00,0.00,208.65,229.85,214.48
2023-08-18 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-18.pdf,214.85,226.02,214.69,226.48,0.00,0.00,208.85,229.80,214.53
2023-08-19 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-19.pdf,215.04,226.22,214.88,226.69,0.00,0.00,208.85,230.10,214.72
2023-08-21 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-21.pdf,214.90,226.08,214.74,226.54,0.00,0.00,208.85,229.95,214.58
2023-08-22 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-22.pdf,214.97,226.17,214.81,226.63,0.00,0.00,208.85,229.95,214.65
2023-08-23 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-23.pdf,214.23,225.39,214.07,225.86,0.00,0.00,208.05,229.25,213.91
2023-08-24 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-24.pdf,213.38,224.50,213.22,224.96,0.00,0.00,207.30,228.45,213.06
2023-08-25 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-25.pdf,213.78,224.91,213.63,225.37,0.00,0.00,207.60,228.70,213.46
2023-08-28 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-28.pdf,213.60,224.72,213.44,225.18,0.00,0.00,207.60,228.55,213.28
2023-08-30 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-30.pdf,213.87,225.02,213.71,225.48,0.00,0.00,207.80,228.85,213.55
2023-08-31 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/8/2023-08-31.pdf,213.84,225.00,213.69,225.46,0.00,0.00,207.80,228.85,213.52
2023-09-01 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-01.pdf,213.68,224.80,213.52,225.26,0.00,0.00,207.60,228.55,213.36
2023-09-02 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-02.pdf,213.98,225.14,213.83,225.60,0.00,0.00,207.85,229.00,213.66
2023-09-04 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-04.pdf,213.94,225.08,213.78,225.54,0.00,0.00,207.85,228.85,213.62
2023-09-05 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-05.pdf,214.64,225.82,214.48,226.28,0.00,0.00,208.60,229.65,214.32
2023-09-06 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-06.pdf,214.82,226.00,214.67,226.46,0.00,0.00,208.60,229.80,214.50
2023-09-07 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-07.pdf,215.03,226.21,214.87,226.67,0.00,0.00,208.85,230.05,214.71
2023-09-08 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-08.pdf,214.76,225.96,214.61,226.42,0.00,0.00,208.60,229.85,214.44
2023-09-11 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-11.pdf,214.59,225.75,214.43,226.21,0.00,0.00,208.60,229.50,214.27
2023-09-12 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-12.pdf,214.63,225.81,214.47,226.27,0.00,0.00,208.60,229.65,214.31
2023-09-13 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-13.pdf,214.58,225.77,214.43,226.23,0.00,0.00,208.60,229.55,214.26
2023-09-14 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-14.pdf,214.72,225.89,214.57,226.35,0.00,0.00,208.60,229.65,214.40
2023-09-15 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-15.pdf,214.88,226.51,214.72,226.97,0.00,0.00,208.85,230.40,214.56
2023-09-16 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-16.pdf,215.04,226.22,214.88,226.69,0.00,0.00,208.85,230.10,214.72
2023-09-18 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-18.pdf,215.04,226.68,214.88,227.14,0.00,0.00,208.85,230.55,214.72
2023-09-20 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-20.pdf,215.32,226.97,215.17,227.44,0.00,0.00,209.10,230.80,215.00
2023-09-22 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-22.pdf,214.38,225.56,214.22,226.02,0.00,0.00,208.35,229.40,214.06
2023-09-25 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-25.pdf,214.91,226.54,214.75,227.00,0.00,0.00,208.85,230.40,214.59
2023-09-26 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-26.pdf,215.30,226.95,215.14,227.41,0.00,0.00,209.10,230.80,214.98
2023-09-27 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-27.pdf,215.30,226.95,215.14,227.41,0.00,0.00,209.10,230.80,214.98
2023-09-28 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-28.pdf,215.37,227.03,215.22,227.49,0.00,0.00,209.35,230.80,215.05
2023-09-30 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/9/2023-09-30.pdf,215.17,226.81,215.01,227.27,0.00,0.00,209.10,230.70,214.85
2023-10-03 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/10/2023-10-03.pdf,215.32,226.97,215.17,227.44,0.00,0.00,209.10,230.80,215.00
2023-10-04 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/10/2023-10-04.pdf,215.35,227.00,215.19,227.46,0.00,0.00,209.10,230.80,215.03
2023-10-05 09:30,https://github.com/sahilgupta/sbi_forex_rates/blob/main/pdf_files/2023/10/2023-10-05.pdf,215.32,226.97,215.17,227.44,0.00,0.00,209.10,230.80,215.00
